"type","origin","angles","scale","fade","mantle","visible","mdl","collection"
"dynamic_prop","<1091.8500,1920.2000,1205.0960>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/industrial/zipline_arm.rmdl","arm"
"dynamic_prop","<1090.8500,1921.0000,1025.0960>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/industrial/security_fence_post.rmdl","fence_post"
"dynamic_prop","<-613.2302,-1330.8000,1459.8000>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/industrial/zipline_arm.rmdl","arm"
"dynamic_prop","<-614.2302,-1330.0000,1279.8000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/industrial/security_fence_post.rmdl","fence_post"
"dynamic_prop","<151.1999,-1139.5000,1459.8000>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/industrial/zipline_arm.rmdl","arm"
"dynamic_prop","<151.9999,-1138.5000,1279.8000>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/industrial/security_fence_post.rmdl","fence_post"
"dynamic_prop","<916.6000,-881.0999,1459.8000>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/industrial/zipline_arm.rmdl","arm"
"dynamic_prop","<915.6000,-880.2999,1279.8000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/industrial/security_fence_post.rmdl","fence_post"
"dynamic_prop","<1298.2100,-1391.6600,1459.8000>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/industrial/zipline_arm.rmdl","arm"
"dynamic_prop","<1299.2100,-1392.4600,1279.8000>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/industrial/security_fence_post.rmdl","fence_post"
"dynamic_prop","<-188.9503,-2187.8000,1820.2080>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/industrial/zipline_arm.rmdl","arm"
"dynamic_prop","<-188.1503,-2186.8000,1640.2080>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/industrial/security_fence_post.rmdl","fence_post"
"dynamic_prop","<1863.0000,-610.8326,1462.1200>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/industrial/zipline_arm.rmdl","arm"
"dynamic_prop","<1862.0000,-610.0326,1282.1200>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/industrial/security_fence_post.rmdl","fence_post"
"dynamic_prop","<-2274.4810,-1445.7390,160.0000>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/industrial/zipline_arm.rmdl","arm"
"dynamic_prop","<-2274.4810,-488.8393,160.0000>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/industrial/zipline_arm.rmdl","arm"
"dynamic_prop","<-1469.5190,-504.2606,160.0000>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/industrial/zipline_arm.rmdl","arm"
"dynamic_prop","<-1469.5190,-1461.1610,160.0000>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/industrial/zipline_arm.rmdl","arm"
"dynamic_prop","<-144.7000,107.4100,1460.0000>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/industrial/zipline_arm.rmdl","arm"
"dynamic_prop","<-143.9000,108.4100,1280.0000>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/industrial/security_fence_post.rmdl","fence_post"
"dynamic_prop","<-786.2000,-415.0400,1460.0000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/industrial/zipline_arm.rmdl","arm"
"dynamic_prop","<-787.0000,-416.0400,1280.0000>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/industrial/security_fence_post.rmdl","fence_post"
"dynamic_prop","<-313.6416,-2173.8190,1416.0070>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","wall"
"dynamic_prop","<-1824.8000,2353.0000,2688.0120>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","05"
"dynamic_prop","<-292.6802,-1526.0000,896.0000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 07"
"dynamic_prop","<-2948.0000,381.9999,639.8000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","building 02 center"
"dynamic_prop","<1223.9970,-2302.0000,769.2717>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","wall"
"dynamic_prop","<-1342.0020,-2046.0010,1538.5440>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","building 06 center"
"dynamic_prop","<-1097.9990,1545.7580,1151.9960>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 02"
"dynamic_prop","<-17.9403,-408.3204,1152.0000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_b.rmdl","wall 02"
"dynamic_prop","<2120.0000,1238.8620,1407.9950>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 05"
"dynamic_prop","<-2473.9200,2414.0000,2208.0010>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/desertlands_city_slanted_building_01_slice_02.rmdl","04"
"dynamic_prop","<2620.0000,-357.0001,2032.9930>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","03"
"dynamic_prop","<-1214.0020,-2302.0000,2002.1550>","<0.0000,-180.0000,0.0000>",2,50000,true,true,"mdl/thunderdome/thunderdome_cage_ceiling_256x256_06.rmdl","top floor 02 center"
"dynamic_prop","<-3003.0000,138.0001,896.0044>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","02"
"dynamic_prop","<71.9409,1391.8800,383.9987>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 03"
"dynamic_prop","<-547.0002,-1526.0000,896.0000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 07"
"dynamic_prop","<-1104.9990,2069.5000,1975.9940>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/industrial/zipline_arm.rmdl","arm"
"dynamic_prop","<-1105.9990,2070.3000,1765.9940>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/industrial/security_fence_post.rmdl","fence_post"
"dynamic_prop","<-2244.0000,1928.0000,0.0000>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","building 01 center"
"dynamic_prop","<1366.9990,-32.0162,769.2717>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","wall 03"
"dynamic_prop","<2120.0000,-97.9991,1794.9680>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","wall 01"
"dynamic_prop","<-94.5000,-2557.6000,2174.0040>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","02"
"dynamic_prop","<2120.0000,1493.1830,1151.9960>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 05"
"dynamic_prop","<-526.5807,-408.3204,1152.0000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_b.rmdl","wall 02"
"dynamic_prop","<-2862.8000,-2584.0000,2308.0000>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/desertlands_city_slanted_building_01_wall_pillar_64.rmdl","03"
"dynamic_prop","<-1418.9980,1968.0010,1020.0000>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/city_pipe_grate_medium_128.rmdl","line 04"
"dynamic_prop","<470.2806,-1526.0000,896.0000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 07"
"dynamic_prop","<-3003.0000,1440.5000,1344.0060>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","02"
"dynamic_prop","<2288.9650,2191.4040,2120.9680>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/ola/sewer_railing_01_corner_in.rmdl","balcony"
"dynamic_prop","<-2372.0000,2184.0000,1282.5650>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/imc_base/imc_portable_ext_floorpanel_256x256_dark_01.rmdl","building 01 center"
"dynamic_prop","<560.6000,2365.0000,1472.0010>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/desertlands_city_slanted_building_01_slice_02.rmdl","03"
"dynamic_prop","<2563.8000,2136.6990,1920.8690>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/beacon/beacon_server_half_stand_01.rmdl","server wall"
"dynamic_prop","<-1681.2600,-1483.9390,127.9995>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_b.rmdl","wall 04"
"dynamic_prop","<-2237.1590,-2237.5810,1919.9930>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","cage left center"
"dynamic_prop","<1857.8500,1352.0380,1026.0960>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/levels_terrain/mp_rr_desertlands/desertlands_z12_mid_platform_01.rmdl","floor"
"dynamic_prop","<2120.0000,730.2209,383.9987>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 05"
"dynamic_prop","<-1982.8390,-2110.4200,895.9968>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","cage left center"
"dynamic_prop","<-2749.0000,-834.8400,896.0000>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","building 04 center"
"dynamic_prop","<-250.7588,1156.3000,647.9978>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/ola/sewer_railing_01_64.rmdl","balcony 02"
"dynamic_prop","<2057.2950,-2301.1490,1919.9930>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_b.rmdl","wall 03"
"dynamic_prop","<1106.5800,-631.3591,1152.0000>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_b.rmdl","wall 03"
"dynamic_prop","<71.9409,1773.3600,127.9995>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 03"
"dynamic_prop","<1716.0000,2311.0000,1450.0020>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","02"
"dynamic_prop","<-1418.9980,2159.9990,1020.0000>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/city_pipe_grate_medium_128.rmdl","line 01"
"dynamic_prop","<917.0000,-1076.4190,128.0000>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 05"
"dynamic_prop","<-261.8000,2353.0000,2688.0120>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","05"
"dynamic_prop","<2705.0000,1399.3000,2532.0000>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_02.rmdl","04"
"dynamic_prop","<1494.9990,96.0009,512.8478>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","wall 02"
"dynamic_prop","<-653.7393,100.3204,128.0000>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 01"
"dynamic_prop","<-165.0211,-1140.0000,128.0000>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 06"
"dynamic_prop","<-971.6407,-217.5797,896.0000>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 04"
"dynamic_prop","<-2749.0000,-256.0000,0.0000>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","building 03 center"
"dynamic_prop","<1297.3200,-1330.7410,640.0000>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 01"
"dynamic_prop","<917.0000,-822.0992,384.0000>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 05"
"dynamic_prop","<-1803.0010,2159.9990,1020.0000>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/city_pipe_grate_medium_128.rmdl","line 01"
"dynamic_prop","<2648.0000,1256.1400,2152.0000>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/desertlands_city_slanted_building_01_slice_01.rmdl","04"
"dynamic_prop","<1857.8500,2119.9620,1026.0960>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/levels_terrain/mp_rr_desertlands/desertlands_z12_mid_platform_01.rmdl","floor"
"dynamic_prop","<-2884.0000,1288.0000,512.8500>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","building 01 center"
"dynamic_prop","<71.9409,1519.0400,895.9969>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 03"
"dynamic_prop","<-3003.0000,919.5002,1344.0060>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","02"
"dynamic_prop","<-2621.4200,-1655.9990,1282.1200>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","building 05 center"
"dynamic_prop","<-2473.9200,2414.0000,368.0002>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/desertlands_city_slanted_building_01_slice_01.rmdl","04"
"dynamic_prop","<-3003.0000,-382.9999,1344.0060>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","02"
"dynamic_prop","<-1824.8000,2353.0000,896.0044>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","05"
"dynamic_prop","<2120.0000,2001.8230,1151.9960>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 05"
"dynamic_prop","<45.6408,-344.7403,1152.0000>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_b.rmdl","wall 03"
"dynamic_prop","<2120.0000,158.0000,2051.3920>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","wall 01"
"dynamic_prop","<-1.3000,2353.0000,1344.0060>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","05"
"dynamic_prop","<597.4412,-1526.0000,1152.0000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_b.rmdl","wall 07"
"dynamic_prop","<1297.3200,-1203.5810,640.0000>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 01"
"dynamic_prop","<-1824.8000,2353.0000,1120.0050>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","05"
"dynamic_prop","<-2237.1590,-2110.4200,2175.9910>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","cage left center"
"dynamic_prop","<-1097.9990,1418.5980,1151.9960>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 02"
"dynamic_prop","<-2372.0000,1928.0000,1282.5650>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/imc_base/imc_portable_ext_floorpanel_256x256_dark_01.rmdl","building 01 center"
"dynamic_prop","<855.0007,352.0000,1267.1200>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_ceiling_256x256_06.rmdl","floor"
"dynamic_prop","<2120.0000,1111.7020,1151.9960>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 05"
"dynamic_prop","<2620.0000,-96.5000,2480.9950>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","03"
"dynamic_prop","<2057.2950,-2301.1490,1407.9950>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 03"
"dynamic_prop","<2620.0000,164.0000,2032.9930>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","03"
"dynamic_prop","<-3003.0000,919.5002,1120.0050>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","02"
"dynamic_prop","<-916.1039,1252.3000,647.9978>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/ola/sewer_railing_01_64.rmdl","balcony 01"
"dynamic_prop","<2120.0000,348.7403,2175.9920>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_b.rmdl","wall 05"
"dynamic_prop","<2438.7750,-1792.5080,127.9995>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 02"
"dynamic_prop","<1857.8500,1445.0000,986.0959>","<0.0000,90.0000,0.0000>",2,50000,true,true,"mdl/thunderdome/thunderdome_cage_ceiling_256x256_06.rmdl","floor"
"dynamic_prop","<2120.8750,-1856.0890,1663.9940>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 01"
"dynamic_prop","<-2884.0000,827.4800,896.0000>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","building 02 center"
"dynamic_prop","<1494.9990,352.0000,0.0000>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","wall 02"
"dynamic_prop","<1864.0010,-609.9974,512.8478>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","wall 01"
"dynamic_prop","<71.9409,1773.3600,895.9969>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 03"
"dynamic_prop","<1297.3200,-1203.5810,1152.0000>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_b.rmdl","wall 01"
"dynamic_prop","<71.9010,1137.0400,127.9995>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_b.rmdl","lil base"
"dynamic_prop","<-1097.9990,1545.7580,639.9978>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 02"
"dynamic_prop","<71.9409,2027.6810,1151.9960>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 03"
"dynamic_prop","<-1097.9990,1927.2390,895.9969>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 02"
"dynamic_prop","<-1564.3000,2353.0000,2240.0100>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","05"
"dynamic_prop","<979.4197,-1648.6410,384.0000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 02"
"dynamic_prop","<-7.9990,941.5997,160.0000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/industrial/zipline_arm.rmdl","arm"
"dynamic_prop","<-941.9990,941.5997,160.0000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/industrial/zipline_arm.rmdl","arm"
"dynamic_prop","<1366.9990,-32.0162,512.8478>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","wall 03"
"dynamic_prop","<-1675.0000,2096.0000,1020.0000>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/city_pipe_grate_medium_128.rmdl","line 02"
"dynamic_prop","<727.0011,607.9991,1025.6960>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","wall 01"
"dynamic_prop","<-3039.0000,-1095.8000,1735.8000>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/desertlands_city_slanted_building_01_wall_pillar_64.rmdl","01"
"dynamic_prop","<3072.0000,-704.0000,0.0000>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/construction_bldg_platform_01.rmdl","floor"
"dynamic_prop","<1297.3210,-694.9402,128.0000>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 01"
"dynamic_prop","<1354.0000,-2557.6000,2381.0000>","<0.0000,90.0000,0.0000>",10,50000,true,true,"mdl/signs/sign_service_shaft_01.rmdl","02"
"dynamic_prop","<-1097.9990,2308.7200,639.9978>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 02"
"dynamic_prop","<-1097.9990,1927.2390,1407.9950>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 02"
"dynamic_prop","<1864.0010,-353.9983,512.8478>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","wall 01"
"dynamic_prop","<1111.0000,736.0162,769.2717>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","wall 04"
"dynamic_prop","<1111.7060,-1392.0000,1281.0000>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/levels_terrain/mp_rr_desertlands/desertlands_z12_mid_platform_01.rmdl","floor 01"
"dynamic_prop","<2604.3000,-2003.9900,2274.9930>","<0.0000,90.0000,0.0000>",1,50000,true,true,"mdl/firstgen/firstgen_pipe_curve_cloth_01.rmdl","pipe"
"dynamic_prop","<2563.8000,2136.6990,1792.8000>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/beacon/beacon_server_half_stand_01.rmdl","server wall"
"dynamic_prop","<852.2597,-1140.0000,896.0000>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 06"
"dynamic_prop","<1297.3200,-822.1005,128.0000>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 01"
"dynamic_prop","<-1086.0030,-2046.0010,512.8478>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","building 06 center"
"dynamic_prop","<-1043.3000,2353.0000,1344.0060>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","05"
"dynamic_prop","<-261.8000,2353.0000,1792.0080>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","05"
"dynamic_prop","<-3003.0000,659.0002,1120.0050>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","02"
"dynamic_prop","<-2621.9970,-1790.0020,1025.6960>","<0.0000,-180.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_wall_256x256_01.rmdl","building 06 center"
"dynamic_prop","<-1599.0010,660.0000,336.5000>","<0.0000,-90.0000,0.0000>",1,50000,true,true,"mdl/thunderdome/thunderdome_cage_ceiling_256x256_06.rmdl","floor"
"dynamic_prop","<687.0000,-2557.6000,1950.0030>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_block_03.rmdl","02"
"dynamic_prop","<1106.5800,-631.3591,384.0000>","<0.0000,0.0000,0.0000>",1,50000,true,true,"mdl/desertlands/highrise_square_shell_box_128_a.rmdl","wall 03"
